,age,expenses,financial_status,experience,estimated_period,unwilling_toAccept,scenario,sum_scores,salary
5511,2,2,2,7,1,2,2,3,11086964
5512,3,3,4,8,4,1,3,4,44682813
5513,3,1,3,1,3,1,3,2,42930747
5514,1,1,1,1,1,1,1,1,36440299
5515,1,3,4,1,4,2,2,3,80762098
5516,1,1,3,2,1,1,1,1,71548150
5517,4,4,4,7,4,4,4,5,87055221
5518,1,1,1,1,1,1,1,1,40550554
5519,2,1,1,2,2,1,3,2,97915668
5520,1,1,1,1,1,1,1,1,72055678
5521,4,2,1,6,3,4,2,4,63188550
5522,2,3,1,7,1,1,2,3,44188203
5523,2,1,4,6,2,3,1,3,43431670
5524,1,4,1,1,2,4,1,2,88172540
5525,3,4,3,1,3,1,3,3,94926557
5526,3,2,4,7,4,1,2,4,92199050
5527,1,3,3,3,3,3,4,3,98984057
5528,1,1,1,1,1,1,1,1,28023003
5529,1,4,2,4,2,2,1,3,58783643
5530,3,3,4,8,3,3,4,5,47255751
5531,1,3,3,7,2,1,1,3,33667102
5532,2,4,3,8,1,4,3,4,11010559
5533,4,4,2,8,3,2,2,4,14938635
5534,3,4,2,4,4,2,3,4,32573584
5535,2,3,2,5,3,1,3,3,84999186
5536,4,4,4,4,2,2,3,4,78206714
5537,1,1,1,1,4,1,3,2,70655730
5538,2,4,1,3,3,3,1,3,49378629
5539,4,4,3,8,4,4,2,5,8665623
5540,1,3,4,8,1,4,2,4,9569949
5541,1,1,3,8,1,3,3,3,69810244
5542,3,4,3,3,4,1,2,3,50515478
5543,1,2,4,5,2,3,3,3,90648947
5544,2,1,1,6,2,3,4,3,57051242
5545,1,1,1,1,1,1,1,1,25427886
5546,1,3,2,5,4,2,4,3,5261088
5547,4,1,2,3,1,3,1,2,9251269
5548,3,2,3,7,2,3,4,4,58445029
5549,3,1,1,1,2,4,2,2,6670191
5550,1,3,4,6,1,4,1,3,88369695
5551,4,1,3,4,3,3,1,3,50350329
5552,1,1,1,1,1,1,1,1,12511645
5553,1,1,1,1,1,1,1,1,84199074
5554,1,2,3,2,2,3,1,2,67803633
5555,4,3,1,5,2,4,4,4,11247271
5556,3,2,2,5,3,2,4,3,78253728
5557,1,1,2,8,2,2,3,3,13512023
5558,2,4,3,8,3,2,4,4,41935653
5559,1,4,2,4,1,4,2,3,11736912
5560,4,4,4,8,4,4,4,5,75381467
5561,2,2,1,6,2,4,4,3,5975708
5562,1,1,1,1,1,1,1,1,89017688
5563,3,3,4,6,3,4,3,4,39177234
5564,1,1,1,2,3,2,2,2,24622563
5565,3,3,1,2,1,4,1,2,82176404
5566,3,3,4,7,4,2,4,5,92847913
5567,2,3,2,2,2,2,3,3,32232930
5568,1,3,2,2,4,3,3,3,76915245
5569,1,3,4,8,4,4,2,4,63565202
5570,2,4,3,4,2,1,3,3,34299356
5571,1,3,3,5,2,1,2,3,14111282
5572,1,4,3,5,3,1,1,3,15282897
5573,4,2,2,3,3,2,4,3,95659956
5574,2,2,3,3,4,4,3,3,79558758
5575,4,3,2,2,2,3,1,3,37101743
5576,1,1,1,1,1,1,1,1,81305785
5577,2,3,1,3,2,2,4,3,9918214
5578,1,2,2,4,2,4,1,3,45666766
5579,3,2,4,3,4,3,2,3,58387794
5580,1,1,1,1,1,1,1,1,87944516
5581,2,2,3,2,4,1,3,3,82256372
5582,4,4,4,8,4,4,4,5,69581831
5583,3,3,4,2,3,2,3,3,69690354
5584,1,2,3,7,1,1,2,3,62970917
5585,3,3,1,2,4,4,2,3,23601313
5586,1,1,1,1,1,1,1,1,45477563
5587,4,4,4,7,4,4,4,5,83042106
5588,1,3,4,3,4,3,1,3,72060799
5589,4,2,2,5,2,3,2,3,25997584
5590,4,3,1,4,1,4,2,3,59887963
5591,1,1,1,1,1,1,1,1,74597190
5592,2,1,3,4,1,1,1,2,68426556
5593,2,1,3,3,3,1,1,2,17998617
5594,2,3,4,3,1,1,4,3,95660837
5595,1,3,3,8,1,1,2,3,54857341
5596,2,3,1,2,1,2,2,2,34074654
5597,3,4,3,5,2,2,3,4,88625597
5598,1,4,3,5,2,2,1,3,81108963
5599,3,3,2,6,1,4,2,3,21744698
5600,2,2,4,4,3,2,1,3,70710188
5601,1,1,1,1,1,1,1,1,60086159
5602,2,1,1,5,2,3,2,3,72165289
5603,1,4,1,4,2,3,2,3,8207199
5604,4,4,4,5,4,4,4,5,89141086
5605,2,3,2,3,2,4,4,3,88813396
5606,2,3,2,7,4,2,1,3,60876056
5607,1,1,1,1,1,1,1,1,48114079
5608,2,1,3,1,3,3,4,3,79230917
5609,1,1,2,5,3,3,4,3,56290068
5610,3,2,4,3,2,4,2,3,57398325
5611,1,1,1,1,1,1,1,1,74321200
5612,2,2,4,6,3,4,3,4,68854474
5613,1,1,1,1,1,1,1,1,92725947
5614,3,3,2,1,1,4,2,3,67958381
5615,2,3,1,4,3,1,2,3,61691630
5616,1,3,1,3,4,4,2,3,58535429
5617,1,1,1,1,1,1,1,1,56009077
5618,1,4,3,3,2,2,4,3,38355734
5619,3,3,4,7,1,2,2,4,38556421
5620,4,1,3,7,3,4,2,4,64234084
5621,2,3,3,7,2,2,1,3,68456538
5622,4,2,3,2,2,1,2,3,92723362
5623,3,4,2,2,2,2,4,3,52422200
5624,3,1,3,5,1,1,3,3,37509076
5625,2,4,4,1,1,2,3,3,16196737
5626,1,1,2,5,3,2,2,3,83574727
5627,2,2,2,7,2,4,1,3,15365849
5628,4,1,3,4,4,4,2,4,57590069
5629,1,4,4,4,3,2,4,4,94478862
5630,4,4,2,4,2,4,1,3,67585313
5631,4,4,4,5,4,4,4,5,85095039
5632,1,1,1,1,1,1,1,1,3492571
5633,1,1,1,1,1,1,1,1,60181598
5634,1,1,1,1,1,1,1,1,38614143
5635,4,3,4,3,3,1,1,3,73323262
5636,1,1,1,1,1,1,1,1,73677528
5637,2,4,4,5,4,4,1,4,69749283
5638,1,1,1,1,1,1,1,1,64085114
5639,2,1,4,5,3,4,4,4,3270414
5640,4,2,2,6,2,2,1,3,22803628
5641,1,3,1,1,4,4,2,3,25436720
5642,1,3,4,6,3,1,4,4,72967347
5643,3,3,2,5,1,1,1,3,93091743
5644,3,1,3,8,4,3,3,4,65132518
5645,4,3,2,7,2,1,2,3,61775834
5646,2,1,1,5,2,4,1,3,32369455
5647,3,3,2,5,1,4,1,3,68876687
5648,4,1,3,1,1,3,1,2,49908942
5649,4,1,3,2,4,3,3,3,81997235
5650,4,2,4,8,2,4,2,4,25605902
5651,3,3,3,2,4,3,1,3,46614189
5652,3,2,3,6,4,1,3,4,41377171
5653,3,3,2,6,4,2,4,4,69143623
5654,1,4,3,7,3,1,2,3,56593299
5655,3,1,4,4,4,2,3,3,63128808
5656,4,4,4,7,4,4,4,5,79649773
5657,3,2,2,5,1,4,3,3,10609679
5658,2,1,1,4,4,2,1,2,68426749
5659,4,1,1,8,1,2,3,3,26668829
5660,4,2,4,8,1,4,2,4,20942334
5661,3,4,4,3,4,3,3,4,25518334
5662,3,2,1,5,4,1,1,3,70503671
5663,1,4,3,3,2,1,4,3,12742677
5664,1,4,3,4,3,3,4,4,99695494
5665,1,3,2,5,2,4,1,3,43275177
5666,4,4,4,8,4,4,4,5,99734662
5667,1,1,3,7,4,3,3,4,6010634
5668,3,4,2,8,4,4,2,5,47386049
5669,4,4,3,2,4,1,1,3,88748628
5670,2,2,4,3,4,2,3,3,40772692
5671,3,3,2,6,2,2,2,3,78978558
5672,4,3,1,4,3,1,4,3,46827162
5673,1,2,4,2,3,4,1,3,90692828
5674,1,1,1,1,1,1,1,1,24060829
5675,4,1,4,6,3,2,3,4,29724952
5676,2,1,3,7,2,1,2,3,88814854
5677,1,4,1,3,1,4,1,2,76148228
5678,1,2,4,7,3,2,3,4,20459225
5679,3,1,1,5,1,3,1,2,73458052
5680,4,1,2,4,3,2,4,3,59292431
5681,4,1,2,8,1,2,4,4,95573558
5682,4,4,1,4,4,4,2,4,67452697
5683,2,1,1,4,4,3,3,3,21961322
5684,3,3,4,4,2,1,2,3,18813809
5685,4,2,4,6,3,4,3,4,54841829
5686,3,4,1,7,3,2,2,4,26117027
5687,1,1,1,1,1,1,1,1,31450730
5688,1,4,4,3,1,4,2,3,64705118
5689,4,2,1,1,3,3,4,3,40286847
5690,4,1,3,7,4,3,4,4,30537239
5691,1,3,4,5,4,2,4,4,79639389
5692,2,2,3,5,4,1,2,3,20547203
5693,3,4,1,6,4,1,3,4,41604242
5694,1,2,2,4,1,1,1,2,67719250
5695,2,4,1,7,1,1,2,3,11536204
5696,3,4,1,6,2,2,3,3,60246550
5697,3,3,1,1,1,1,1,2,21702766
5698,2,2,1,3,1,3,4,3,55418575
5699,4,4,4,8,4,4,4,5,43253125
5700,2,1,3,6,2,1,4,3,75049433
5701,3,1,1,7,3,4,3,4,96949405
5702,4,1,3,2,1,3,3,3,29500932
5703,1,4,1,5,4,4,2,3,91895037
5704,1,1,1,2,1,2,3,2,73363982
5705,2,3,4,3,3,4,1,3,47018588
5706,1,3,4,5,1,3,2,3,37935218
5707,1,1,1,1,1,1,1,1,79884028
5708,3,4,1,2,4,3,1,3,44210252
5709,2,3,2,1,2,2,4,3,96091825
5710,4,4,4,1,4,4,4,4,10659859
5711,4,4,2,5,3,4,4,4,59604830
5712,1,4,3,6,2,3,3,4,55920341
5713,1,1,1,1,1,1,1,1,73084848
5714,1,1,1,1,1,1,1,1,20644312
5715,1,4,1,8,1,3,1,3,87254979
5716,2,4,1,2,2,3,1,2,55395327
5717,4,3,1,3,1,3,2,3,60929317
5718,3,2,3,5,3,4,2,4,68064945
5719,3,2,4,2,4,4,2,3,52095536
5720,1,1,1,1,1,1,1,1,22821590
5721,2,2,4,1,1,1,3,2,54256327
5722,4,2,4,5,2,3,2,4,9984414
5723,1,1,1,1,1,1,1,1,34940365
5724,4,3,1,2,1,1,2,2,61490723
5725,2,4,1,1,3,3,4,3,14702780
5726,4,2,4,3,1,3,2,3,25689586
5727,2,2,3,2,3,2,1,2,67208723
5728,4,4,4,8,4,4,4,5,47284138
5729,2,1,2,2,4,3,3,3,7662664
5730,2,4,4,5,3,1,1,3,23985349
5731,3,4,3,2,1,1,1,2,64704593
5732,2,2,1,2,1,3,4,2,59978687
5733,2,2,4,8,1,3,4,4,10441808
5734,1,2,3,6,4,3,3,4,51818208
5735,1,1,1,6,1,1,4,2,71504930
5736,3,4,3,1,2,3,2,3,56859152
5737,1,3,2,5,3,3,2,3,16123077
5738,1,1,4,1,2,2,3,2,63851024
5739,2,3,1,1,4,2,2,2,44704276
5740,4,2,2,4,2,1,2,3,2489239
5741,2,1,3,7,1,1,1,3,62363726
5742,1,3,3,6,4,1,1,3,76261313
5743,1,3,1,2,3,2,1,2,98187479
5744,2,4,2,2,3,4,3,3,43332705
5745,2,4,3,5,3,3,1,3,28566119
5746,4,4,4,7,4,4,4,5,15936461
5747,1,1,4,3,4,4,2,3,43017228
5748,3,4,2,3,4,4,4,4,81378110
5749,2,1,1,7,3,3,1,3,85881758
5750,2,1,3,2,4,1,3,3,6140136
5751,1,2,3,8,1,1,1,3,62628961
5752,4,4,4,4,1,4,1,4,62565026
5753,1,3,2,6,4,3,3,4,69858376
5754,4,3,4,2,2,1,2,3,96354549
5755,3,3,4,2,3,3,4,4,5731885
5756,4,2,2,1,4,2,2,3,65573172
5757,2,1,3,5,1,3,4,3,69176166
5758,3,1,1,8,1,2,1,3,53023954
5759,4,1,3,4,2,1,2,3,10549028
5760,1,4,2,5,2,2,4,3,89030995
5761,4,3,1,4,3,2,3,3,88927522
5762,3,2,1,8,2,1,1,3,13758110
5763,4,2,4,7,4,2,1,4,67754123
5764,3,2,1,8,2,4,3,4,60218984
5765,4,3,4,6,3,3,1,4,27825744
5766,2,4,1,3,1,3,3,3,66782345
5767,3,4,4,7,2,3,3,4,59113970
5768,2,2,4,7,2,2,2,3,87369709
5769,4,2,3,6,1,2,3,3,51125121
5770,2,4,4,4,4,1,3,4,22448350
5771,3,4,1,1,2,4,3,3,55367532
5772,4,3,4,1,4,1,2,3,64136173
5773,3,1,2,4,1,1,4,3,31150004
5774,4,2,2,3,2,2,2,3,29070701
5775,4,3,3,6,2,1,4,4,29863100
5776,1,2,1,7,3,3,1,3,72001252
5777,3,2,4,3,2,2,4,3,80194246
5778,1,1,2,3,3,4,1,2,49207131
5779,2,1,2,6,3,3,2,3,66228509
5780,4,4,3,6,2,3,4,4,42518211
5781,1,1,1,1,1,1,1,1,28687206
5782,2,1,2,2,3,1,4,2,45457466
5783,4,1,4,1,4,2,1,3,35962129
5784,2,4,3,1,3,3,2,3,57620479
5785,4,3,2,2,4,1,1,3,71030746
5786,2,3,3,7,3,2,2,4,37095010
5787,1,2,4,7,3,3,3,4,93513380
5788,4,4,3,3,4,2,1,3,62690928
5789,3,1,4,7,3,1,2,3,69231754
5790,1,1,1,1,1,1,1,1,64831353
5791,3,2,2,2,4,4,3,3,41940040
5792,1,2,2,4,4,1,2,3,90356822
5793,3,4,4,8,2,1,4,4,6669983
5794,3,3,3,5,1,1,4,3,77856825
5795,3,4,4,1,2,4,1,3,82017826
5796,1,1,3,2,4,3,3,3,60796248
5797,3,2,4,4,3,2,3,3,75627108
5798,3,4,4,1,3,3,2,3,76145333
5799,3,4,2,6,4,4,1,4,72143482
5800,4,4,4,7,4,4,4,5,81318499
5801,2,4,4,5,4,2,2,4,92147455
5802,4,2,3,7,2,4,2,4,98440423
5803,3,2,2,1,4,2,3,3,42880336
5804,2,4,1,2,3,3,4,3,66636575
5805,1,2,2,4,4,4,4,3,10026266
5806,1,1,1,1,1,1,1,1,57154621
5807,3,1,4,4,4,3,2,3,54459149
5808,4,4,4,6,4,4,4,5,98584041
5809,1,1,1,1,1,1,1,1,42001785
5810,2,2,1,5,1,4,2,3,7866738
5811,1,1,1,1,1,1,1,1,5414448
5812,4,1,2,5,4,1,4,3,59059829
5813,3,4,3,5,3,1,2,3,66108384
5814,2,4,2,8,4,2,3,4,27521839
5815,1,1,1,1,1,1,1,1,15733750
5816,2,3,3,5,1,2,1,3,84691762
5817,4,3,2,6,1,2,1,3,10074224
5818,2,1,4,6,4,3,1,3,50287570
5819,4,3,1,3,3,4,1,3,93003205
5820,1,1,1,1,1,1,1,1,29530710
5821,4,3,3,4,2,3,1,3,95995454
5822,3,1,4,7,2,4,3,4,30362592
5823,3,2,1,6,4,2,4,4,21220216
5824,3,3,2,7,2,2,2,3,74232945
5825,4,3,1,8,2,2,1,3,58107418
5826,2,1,1,3,1,3,2,2,26395906
5827,2,2,4,7,3,3,2,4,4009845
5828,3,2,4,5,2,1,1,3,27575114
5829,4,3,4,2,4,2,3,4,9662031
5830,3,2,3,8,3,1,3,4,26394300
5831,4,3,4,7,1,2,1,4,38819967
5832,3,2,3,2,3,1,4,3,7586284
5833,1,1,2,4,4,3,2,3,90548389
5834,1,4,2,4,3,4,2,3,87556656
5835,4,4,2,4,3,3,1,3,26333622
5836,1,3,1,7,3,4,1,3,81322090
5837,3,4,1,2,4,2,1,3,96549247
5838,4,2,1,3,3,4,1,3,43769901
5839,2,1,4,7,2,1,1,3,13839219
5840,1,1,1,1,1,1,1,1,26232873
5841,3,2,2,1,2,1,1,2,96363576
5842,2,4,2,8,4,2,2,4,58445881
5843,2,4,1,1,1,3,1,2,79991520
5844,1,4,3,8,1,2,4,4,35366082
5845,1,1,4,8,4,1,4,4,36723011
5846,1,1,1,1,1,1,1,1,21579626
5847,3,1,2,6,3,3,4,4,29559281
5848,4,4,2,2,1,1,3,3,51189380
5849,4,2,3,8,3,3,1,4,85127013
5850,1,1,1,1,1,1,1,1,95456996
5851,1,1,1,1,1,1,1,1,85655175
5852,1,4,2,3,4,4,1,3,6018966
5853,2,1,3,8,4,1,4,4,70450175
5854,1,2,4,3,3,3,1,3,98524255
5855,4,3,2,8,4,1,3,4,60659664
5856,1,1,1,8,3,1,2,3,17797199
5857,1,1,1,1,1,1,1,1,40285734
5858,1,4,2,7,3,3,4,4,92651935
5859,3,4,4,8,4,3,2,5,35743614
5860,1,3,4,7,1,4,3,4,84918104
5861,1,4,1,5,2,1,3,3,71619486
5862,4,4,3,5,2,1,3,4,37573687
5863,4,1,2,3,2,3,1,3,93983247
5864,1,1,3,6,1,2,4,3,61570224
5865,2,1,1,1,2,4,4,2,68554677
5866,1,4,1,3,2,2,1,2,51366541
5867,3,2,1,4,1,2,3,3,78926586
5868,4,4,4,7,2,3,1,4,43318460
5869,4,4,4,5,3,1,3,4,54533700
5870,1,1,4,5,3,1,1,3,10456751
5871,3,4,1,2,3,4,2,3,26723754
5872,1,1,1,1,1,1,1,1,9351314
5873,4,4,4,8,4,4,4,5,13588224
5874,1,1,1,1,1,1,1,1,20046389
5875,1,1,1,1,1,1,1,1,31166569
5876,4,4,3,8,3,1,4,5,6069425
5877,1,4,4,8,1,4,4,4,54609409
5878,3,3,2,8,1,4,2,4,23523154
5879,2,4,1,4,2,1,3,3,27961549
5880,2,4,1,7,3,1,2,3,85016260
5881,4,4,3,5,4,2,1,4,19508608
5882,3,2,1,1,3,3,2,2,29470498
5883,2,2,4,6,3,1,4,4,88160260
5884,4,4,1,6,1,2,4,4,39921714
5885,1,1,1,1,1,1,1,1,72050658
5886,2,1,2,4,1,1,4,2,35158346
5887,1,1,1,1,1,1,1,1,38550311
5888,4,2,3,6,4,2,2,4,97581457
5889,1,4,4,5,4,2,2,4,66451419
5890,4,3,4,3,1,2,2,3,89562951
5891,3,2,1,2,1,2,2,2,98287737
5892,4,4,4,6,4,4,4,5,96377103
5893,2,1,3,3,4,3,4,3,50988163
5894,2,2,3,5,1,2,1,3,2590813
5895,1,3,3,8,1,2,3,3,6873384
5896,1,4,4,6,3,1,3,4,21962536
5897,1,1,4,3,2,4,2,3,43809164
5898,4,4,4,6,4,4,4,5,84445277
5899,1,1,1,1,1,1,1,1,30768547
5900,4,4,4,5,4,4,4,5,48460517
5901,4,4,4,8,4,4,4,5,98298195
5902,2,2,3,6,1,4,2,3,64372418
5903,3,3,1,6,1,2,4,3,26218222
5904,1,1,1,1,1,1,1,1,58388123
5905,1,1,1,1,1,1,1,1,65540082
5906,2,3,3,4,2,1,2,3,63717905
5907,4,1,3,2,4,1,1,3,6908440
5908,1,1,1,1,1,1,1,1,4854480
5909,4,4,4,8,4,4,4,5,66848899
5910,3,4,2,3,3,1,4,3,57179390
5911,2,3,1,1,3,4,3,3,89908178
5912,4,4,4,5,4,4,4,5,23625547
5913,4,4,4,6,4,4,4,5,48846037
5914,4,3,2,3,3,3,2,3,79306574
5915,4,1,3,3,4,2,1,3,84093754
5916,4,3,3,7,4,3,1,4,3599445
5917,1,1,1,1,1,1,1,1,76496458
5918,2,1,1,7,3,1,1,3,55959758
5919,2,2,4,8,1,2,2,3,31425679
5920,2,4,2,1,4,3,2,3,30406207
5921,3,4,4,4,2,1,4,4,6682407
5922,3,3,3,5,4,2,2,4,96511496
5923,2,2,3,8,4,1,2,4,85427375
5924,3,4,2,1,2,4,4,3,86495392
5925,4,4,2,8,4,1,1,4,33416175
5926,1,1,1,1,1,1,1,1,54429556
5927,3,2,1,1,3,1,1,2,95169742
5928,3,4,3,1,4,3,2,3,38173329
5929,1,2,2,5,2,2,3,3,7658930
5930,1,2,3,8,4,4,3,4,79288590
5931,4,3,4,5,2,2,3,4,46643658
5932,2,4,1,7,1,4,4,4,61339516
5933,1,2,4,8,3,4,3,4,70297766
5934,4,4,4,7,2,2,4,5,77569837
5935,4,1,1,2,3,2,1,2,27882032
5936,4,4,4,8,4,4,4,5,31799413
5937,1,1,1,1,1,1,1,1,80308809
5938,4,1,4,6,3,2,2,4,70139726
5939,2,2,2,5,1,4,2,3,16714378
5940,1,4,4,6,4,3,4,4,14143996
5941,3,1,3,7,4,1,2,3,68915558
5942,3,2,3,1,1,3,4,3,69716140
5943,1,4,4,2,3,1,3,3,34331901
5944,2,2,4,1,4,2,1,3,80534654
5945,4,4,4,8,4,4,4,5,41043467
5946,1,4,1,4,3,2,2,3,67994867
5947,1,1,1,1,1,1,1,1,51842141
5948,4,2,1,7,4,3,1,4,24478931
5949,2,1,2,1,1,3,3,2,21186144
5950,3,3,3,7,1,3,4,4,53583123
5951,3,2,4,1,3,1,3,3,73481859
5952,3,1,1,5,3,4,4,3,52616863
5953,2,3,3,4,1,2,3,3,73804553
5954,1,1,1,5,2,1,4,2,37408139
5955,3,3,2,4,3,1,4,3,73985167
5956,1,1,1,1,1,1,1,1,99214401
5957,4,4,4,5,4,4,4,5,79885536
5958,1,1,1,1,1,1,1,1,19436789
5959,4,4,4,7,4,4,4,5,77234788
5960,4,2,1,5,3,1,3,3,20268373
5961,2,2,4,7,4,2,4,4,8314133
5962,1,1,1,1,1,1,1,1,54367329
5963,4,4,3,8,2,1,3,4,59165960
5964,1,1,2,6,4,1,1,3,61299048
5965,2,2,3,4,3,2,4,3,14434170
5966,3,1,2,8,1,4,3,4,53256725
5967,4,1,1,1,4,2,1,2,34888066
5968,4,2,2,6,2,2,1,3,65672692
5969,4,3,1,8,2,4,1,4,23615078
5970,4,4,4,7,4,4,4,5,95984695
5971,2,1,1,6,3,1,4,3,94982610
5972,3,4,2,2,3,3,3,3,64624647
5973,4,1,2,2,1,3,2,2,42096147
5974,3,1,4,2,2,4,4,3,43577766
5975,1,1,1,8,2,4,2,3,78163493
5976,3,1,2,5,4,2,1,3,11965135
5977,2,4,1,8,1,1,4,3,26492611
5978,1,1,1,1,1,1,1,1,72620105
5979,4,2,2,3,3,1,2,3,60254345
5980,2,3,4,2,4,1,1,3,69736261
5981,2,2,4,7,1,1,3,3,12292376
5982,2,4,3,5,3,4,2,4,52187457
5983,4,4,4,7,4,4,4,5,39489464
5984,1,1,3,6,1,2,4,3,18296412
5985,2,3,1,8,2,3,3,4,83455652
5986,4,4,4,8,4,4,4,5,56677144
5987,2,2,3,7,4,4,3,4,71020240
5988,1,2,4,5,1,2,1,3,67350789
5989,3,2,4,1,4,1,4,3,4608954
5990,1,4,1,1,2,3,4,3,29840299
5991,1,3,3,1,1,2,4,2,66311725
5992,2,1,1,8,1,4,4,3,61035422
5993,3,1,4,3,4,4,4,4,61589601
5994,1,1,1,1,1,1,1,1,38787667
5995,3,4,4,8,1,1,1,4,63454693
5996,4,4,4,6,4,4,4,5,40979522
5997,2,4,1,5,2,1,2,3,21831536
5998,1,1,1,1,1,1,1,1,85687462
5999,3,4,4,7,2,1,3,4,2310007
6000,4,2,2,7,3,3,2,4,80853257
6001,1,1,1,1,1,1,1,1,65171075
6002,2,3,3,1,4,3,1,3,10749063
6003,3,4,3,1,4,1,2,3,68758186
6004,3,1,3,5,3,1,3,3,95125896
6005,3,1,2,8,4,2,1,3,79127678
6006,3,4,2,5,2,1,2,3,73065808
6007,2,3,4,1,4,1,4,3,30513224
6008,1,3,2,2,1,2,4,2,79240344
6009,4,4,4,5,4,4,4,5,64483892
6010,3,4,2,7,1,3,2,4,75822004
6011,4,1,3,1,3,3,1,3,26982391
6012,1,4,3,2,3,3,3,3,45851506
6013,1,1,1,1,1,1,1,1,55103148
6014,3,2,1,4,3,3,1,3,96829658
6015,3,3,1,7,2,1,3,3,52112156
6016,1,3,3,3,4,3,3,3,39096062
6017,4,4,4,5,4,4,4,5,93208790
6018,1,3,2,4,2,4,4,3,68771456
6019,2,4,1,1,2,4,2,3,90593490
6020,4,1,3,3,3,4,4,4,69827471
6021,2,1,1,3,2,1,3,2,50903364
6022,4,3,3,2,1,3,4,3,76267778
6023,2,3,1,6,1,3,3,3,59419964
6024,2,1,2,2,4,3,2,3,73107596
6025,4,4,4,8,4,2,1,5,21016563
6026,3,4,3,5,1,2,4,4,58533231
6027,2,1,4,8,2,1,4,4,29037213
6028,2,2,2,3,2,4,3,3,59249664
6029,1,1,1,1,1,1,1,1,84122782
6030,1,1,1,1,1,1,1,1,14996472
6031,4,4,4,7,4,4,4,5,63904214
6032,4,2,4,1,2,1,1,2,84440762
6033,4,3,2,2,2,3,2,3,98953516
6034,1,4,3,7,4,3,3,4,94223128
6035,1,3,3,5,3,2,1,3,28470482
6036,4,3,4,7,4,1,3,4,65104769
6037,4,4,4,5,4,4,4,5,28863859
6038,3,3,4,3,4,2,4,4,56343000
6039,2,3,1,1,3,1,4,2,57767825
6040,4,3,1,2,1,3,2,3,52928570
6041,2,4,3,1,3,1,3,3,53350368
6042,4,1,4,7,2,3,2,4,4086221
6043,1,1,2,3,3,2,4,3,37658785
6044,3,2,1,8,2,2,3,3,64603116
6045,4,4,4,8,4,4,4,5,45272411
6046,3,4,4,6,2,3,4,4,84555441
6047,4,4,4,7,4,4,4,5,79640352
6048,4,4,4,7,4,4,4,5,49804060
6049,1,4,2,1,3,3,3,3,91068974
6050,1,1,1,3,3,2,1,2,41451511
6051,1,1,2,5,2,3,2,3,4232972
6052,4,4,1,1,3,1,3,3,7937244
6053,1,1,2,3,4,3,1,2,31858639
6054,2,2,2,1,4,3,4,3,2588690
6055,4,3,1,7,4,3,3,4,35967793
6056,1,1,4,3,4,3,1,3,57352165
6057,4,3,1,4,2,1,3,3,2150127
6058,1,1,1,1,1,1,1,1,84509845
6059,2,3,4,8,2,4,2,4,48121866
6060,2,2,4,6,4,4,1,4,70749022
6061,3,1,3,5,4,4,4,4,50742917
6062,4,4,4,2,1,4,3,4,45207058
6063,2,4,4,1,2,2,3,3,64126058
6064,2,3,4,1,2,4,2,3,22336360
6065,2,4,1,1,4,3,1,3,27949171
6066,3,1,2,3,3,4,2,3,43390186
6067,3,2,3,8,1,3,1,3,13979350
6068,3,2,3,3,4,2,1,3,15652024
6069,1,1,1,1,1,1,1,1,19628690
6070,1,2,2,7,3,2,4,3,55241900
6071,1,1,1,1,1,1,1,1,12705084
6072,4,4,4,5,4,4,4,5,10468034
6073,1,4,4,2,2,1,4,3,16724918
6074,4,2,4,6,2,4,2,4,48675647
6075,4,2,3,8,1,3,1,4,82041734
6076,3,2,2,7,1,2,4,3,85655344
6077,3,3,2,4,3,1,1,3,17597564
6078,1,4,3,2,3,3,2,3,37333501
6079,4,2,4,1,4,2,3,3,89836779
6080,1,4,2,6,2,3,2,3,81105386
6081,3,4,4,5,1,4,3,4,88012984
6082,1,2,2,3,3,2,3,3,85218790
6083,1,1,1,1,1,1,1,1,57117402
6084,4,1,2,4,1,4,4,3,84572509
6085,1,1,1,1,4,2,3,2,11439577
6086,2,2,2,8,4,2,3,4,80630233
6087,1,1,1,1,4,4,1,2,83949590
6088,1,3,3,1,4,2,1,2,23535199
6089,1,4,4,2,1,4,4,3,41465916
6090,4,1,2,6,4,4,2,4,79256303
6091,2,4,2,2,1,3,3,3,67602013
6092,3,3,4,2,1,3,4,3,85605440
6093,4,4,4,7,4,4,4,5,41315880
6094,4,4,4,5,4,4,4,5,34526751
6095,2,2,3,7,2,2,2,3,87276737
6096,2,3,3,2,1,1,4,3,35071078
6097,4,2,1,5,1,4,1,3,42850459
6098,3,3,4,2,2,1,3,3,91133355
6099,1,4,4,4,2,1,2,3,23672374
6100,2,3,4,2,1,3,4,3,53768453
6101,1,2,2,8,3,1,1,3,81092722
6102,1,2,4,6,3,4,2,4,87028937
6103,2,3,2,8,4,3,1,4,59481762
6104,2,4,3,1,2,2,2,3,59463795
6105,2,2,2,5,3,4,2,3,83478669
6106,4,2,3,1,1,1,4,3,39550733
6107,2,3,3,6,4,3,3,4,98142324
6108,2,2,3,7,1,3,3,3,69057584
6109,4,4,4,1,3,1,3,3,98672408
6110,2,1,3,5,3,2,2,3,35178417
6111,4,3,3,1,3,4,1,3,23830584
6112,3,3,4,1,1,1,4,3,53885253
6113,1,1,3,7,4,3,1,3,91481547
6114,4,1,4,4,3,3,3,4,25667225
6115,4,1,2,5,4,2,1,3,41063670
6116,3,4,4,1,2,4,1,3,69809768
